# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
236.15          	p               	-4.94836460e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077692e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.15          	U               	(1.03934605e-03 1.41998229e-03 -5.92018406e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438823e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.2           	p               	-4.94836455e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.2           	U               	(1.03934615e-03 1.41998220e-03 -5.92018369e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438815e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.25          	p               	-4.94836455e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077691e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
236.25          	U               	(1.03934616e-03 1.41998219e-03 -5.92018389e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438811e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.3           	p               	-4.94836465e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.3           	U               	(1.03934607e-03 1.41998227e-03 -5.92018412e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438832e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.35          	p               	-4.94836455e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
236.35          	U               	(1.03934613e-03 1.41998222e-03 -5.92018390e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438813e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.4           	p               	-4.94836455e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
236.4           	U               	(1.03934615e-03 1.41998221e-03 -5.92018390e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438813e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.45          	p               	-4.94836467e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.45          	U               	(1.03934607e-03 1.41998229e-03 -5.92018411e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438833e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.5           	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
236.5           	U               	(1.03934622e-03 1.41998214e-03 -5.92018351e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438800e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.55          	p               	-4.94836461e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.55          	U               	(1.03934612e-03 1.41998223e-03 -5.92018403e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.6           	p               	-4.94836461e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.6           	U               	(1.03934607e-03 1.41998228e-03 -5.92018403e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.65          	p               	-4.94836455e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
236.65          	U               	(1.03934622e-03 1.41998213e-03 -5.92018351e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438799e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.7           	p               	-4.94836471e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077692e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.7           	U               	(1.03934604e-03 1.41998230e-03 -5.92018436e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438836e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.75          	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
236.75          	U               	(1.03934614e-03 1.41998221e-03 -5.92018374e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438811e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.8           	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
236.8           	U               	(1.03934621e-03 1.41998215e-03 -5.92018374e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438811e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.85          	p               	-4.94836469e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077692e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.85          	U               	(1.03934603e-03 1.41998232e-03 -5.92018435e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438835e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.9           	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
236.9           	U               	(1.03934618e-03 1.41998218e-03 -5.92018353e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438806e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
236.95          	p               	-4.94836460e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
236.95          	U               	(1.03934611e-03 1.41998224e-03 -5.92018408e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438824e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237             	p               	-4.94836460e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
237             	U               	(1.03934604e-03 1.41998231e-03 -5.92018408e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438824e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.05          	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.05          	U               	(1.03934619e-03 1.41998216e-03 -5.92018355e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438808e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.1           	p               	-4.94836456e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077691e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.1           	U               	(1.03934613e-03 1.41998223e-03 -5.92018406e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438819e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.15          	p               	-4.94836459e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
237.15          	U               	(1.03934610e-03 1.41998225e-03 -5.92018395e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.2           	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.2           	U               	(1.03934612e-03 1.41998223e-03 -5.92018398e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438817e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.25          	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.25          	U               	(1.03934610e-03 1.41998226e-03 -5.92018398e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438817e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.3           	p               	-4.94836460e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
237.3           	U               	(1.03934609e-03 1.41998226e-03 -5.92018394e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.35          	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.35          	U               	(1.03934620e-03 1.41998216e-03 -5.92018363e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438803e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.4           	p               	-4.94836458e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077695e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
237.4           	U               	(1.03934613e-03 1.41998222e-03 -5.92018395e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438822e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.45          	p               	-4.94836458e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077695e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
237.45          	U               	(1.03934610e-03 1.41998225e-03 -5.92018395e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438822e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.5           	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.5           	U               	(1.03934621e-03 1.41998215e-03 -5.92018363e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438802e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.55          	p               	-4.94836470e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
237.55          	U               	(1.03934604e-03 1.41998231e-03 -5.92018433e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438837e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.6           	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.6           	U               	(1.03934613e-03 1.41998222e-03 -5.92018379e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438812e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.65          	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.65          	U               	(1.03934618e-03 1.41998217e-03 -5.92018379e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438812e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.7           	p               	-4.94836469e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
237.7           	U               	(1.03934602e-03 1.41998232e-03 -5.92018432e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438835e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.75          	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.75          	U               	(1.03934620e-03 1.41998216e-03 -5.92018347e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438801e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.8           	p               	-4.94836465e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077691e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
237.8           	U               	(1.03934605e-03 1.41998229e-03 -5.92018428e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438828e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.85          	p               	-4.94836454e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.85          	U               	(1.03934616e-03 1.41998220e-03 -5.92018366e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438811e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.9           	p               	-4.94836459e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.9           	U               	(1.03934615e-03 1.41998221e-03 -5.92018405e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
237.95          	p               	-4.94836459e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
237.95          	U               	(1.03934609e-03 1.41998226e-03 -5.92018405e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238             	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238             	U               	(1.03934618e-03 1.41998217e-03 -5.92018366e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438810e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.05          	p               	-4.94836455e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077692e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238.05          	U               	(1.03934613e-03 1.41998222e-03 -5.92018402e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438817e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.1           	p               	-4.94836459e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.1           	U               	(1.03934610e-03 1.41998225e-03 -5.92018397e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438824e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.15          	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238.15          	U               	(1.03934619e-03 1.41998217e-03 -5.92018367e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438801e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.2           	p               	-4.94836457e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.2           	U               	(1.03934612e-03 1.41998223e-03 -5.92018395e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438822e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.25          	p               	-4.94836457e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.25          	U               	(1.03934609e-03 1.41998226e-03 -5.92018395e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438822e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.3           	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238.3           	U               	(1.03934618e-03 1.41998217e-03 -5.92018367e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438802e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.35          	p               	-4.94836468e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077695e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.35          	U               	(1.03934603e-03 1.41998231e-03 -5.92018430e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438836e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.4           	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238.4           	U               	(1.03934623e-03 1.41998213e-03 -5.92018340e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438796e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.45          	p               	-4.94836461e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077695e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.45          	U               	(1.03934611e-03 1.41998224e-03 -5.92018411e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438827e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.5           	p               	-4.94836461e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077695e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.5           	U               	(1.03934602e-03 1.41998232e-03 -5.92018411e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438827e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.55          	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238.55          	U               	(1.03934622e-03 1.41998214e-03 -5.92018343e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438798e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.6           	p               	-4.94836466e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077692e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.6           	U               	(1.03934606e-03 1.41998229e-03 -5.92018431e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438831e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.65          	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238.65          	U               	(1.03934615e-03 1.41998220e-03 -5.92018369e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438809e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.7           	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238.7           	U               	(1.03934623e-03 1.41998213e-03 -5.92018369e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438809e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.75          	p               	-4.94836464e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077692e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.75          	U               	(1.03934606e-03 1.41998229e-03 -5.92018431e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438829e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.8           	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
238.8           	U               	(1.03934613e-03 1.41998222e-03 -5.92018370e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438815e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.85          	p               	-4.94836457e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.85          	U               	(1.03934610e-03 1.41998225e-03 -5.92018404e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438821e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.9           	p               	-4.94836457e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.9           	U               	(1.03934605e-03 1.41998229e-03 -5.92018404e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438821e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
238.95          	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077699e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
238.95          	U               	(1.03934614e-03 1.41998221e-03 -5.92018371e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438815e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239             	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077693e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239             	U               	(1.03934616e-03 1.41998219e-03 -5.92018385e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438809e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.05          	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.05          	U               	(1.03934613e-03 1.41998222e-03 -5.92018386e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438816e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.1           	p               	-4.94836453e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.1           	U               	(1.03934614e-03 1.41998221e-03 -5.92018386e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438816e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.15          	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077694e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.15          	U               	(1.03934616e-03 1.41998220e-03 -5.92018385e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438809e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.2           	p               	-4.94836466e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
239.2           	U               	(1.03934605e-03 1.41998230e-03 -5.92018418e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438833e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.25          	p               	-4.94836451e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077697e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
239.25          	U               	(1.03934621e-03 1.41998215e-03 -5.92018349e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438799e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.3           	p               	-4.94836460e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
239.3           	U               	(1.03934610e-03 1.41998225e-03 -5.92018405e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.35          	p               	-4.94836460e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
239.35          	U               	(1.03934604e-03 1.41998230e-03 -5.92018405e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.11876820e+00 3.15989003e-01 9.46438825e-20)	(-4.49460138e-01 2.25785711e+00 4.38235119e-17)
239.4           	p               	-4.94836452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.71077696e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
