# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
290.9           	((1.21292497e+00 1.06611068e-08 3.88260525e-21) (7.61961661e-01 4.14207252e-10 -3.23922216e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778740e-20 -6.33594101e-21 5.19549681e-16) (-5.34479070e-20 5.76355309e-23 2.25060595e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
290.95          	((1.21292496e+00 -2.19877787e-08 3.88260717e-21) (7.61961661e-01 -3.54130506e-10 -3.23921882e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778757e-20 -6.33594284e-21 -1.10946408e-15) (-5.34479068e-20 5.76358602e-23 -3.13807660e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291             	((1.21292496e+00 1.51146571e-08 3.88260500e-21) (7.61961661e-01 1.52166155e-10 -3.23923390e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778742e-20 -6.33594061e-21 7.69458282e-16) (-5.34479070e-20 5.76355475e-23 -7.83855619e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.05          	((1.21292497e+00 -8.94520244e-09 3.88260630e-21) (7.61961661e-01 -9.60844980e-11 -3.23921949e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594207e-21 -4.05166352e-16) (-5.34479069e-20 5.76357218e-23 -2.15556739e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.1           	((1.21292497e+00 -8.94520244e-09 3.88260630e-21) (7.61961661e-01 -3.73265179e-10 -3.23922306e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594207e-21 -4.05166352e-16) (-5.34479069e-20 5.76357718e-23 -5.35944900e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.15          	((1.21292496e+00 1.31193693e-08 3.88260498e-21) (7.61961661e-01 1.30700534e-10 -3.23923098e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778741e-20 -6.33594060e-21 7.43545850e-16) (-5.34479070e-20 5.76355599e-23 -2.69761991e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.2           	((1.21292498e+00 -5.44601992e-10 3.88260598e-21) (7.61961661e-01 9.95970216e-11 -3.23921290e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778742e-20 -6.33594195e-21 -1.61979805e-16) (-5.34479069e-20 5.76356691e-23 -1.49514429e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.25          	((1.21292496e+00 4.51665238e-09 3.88260568e-21) (7.61961661e-01 9.07677822e-11 -3.23922924e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778746e-20 -6.33594130e-21 1.56233533e-16) (-5.34479070e-20 5.76356508e-23 -8.93646268e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.3           	((1.21292496e+00 4.51665238e-09 3.88260568e-21) (7.61961661e-01 1.98901479e-10 -3.23922687e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778746e-20 -6.33594130e-21 1.56233533e-16) (-5.34479069e-20 5.76356305e-23 6.77721768e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.35          	((1.21292498e+00 2.52420328e-10 3.88260601e-21) (7.61961661e-01 1.29194610e-10 -3.23921708e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778744e-20 -6.33594194e-21 -1.64039789e-16) (-5.34479069e-20 5.76356617e-23 1.24977112e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.4           	((1.21292495e+00 -1.18899100e-08 3.88260643e-21) (7.61961661e-01 -2.56394277e-10 -3.23923142e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778756e-20 -6.33594188e-21 -4.27826177e-16) (-5.34479069e-20 5.76357801e-23 -3.06490597e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.45          	((1.21292497e+00 -5.89444951e-11 3.88260571e-21) (7.61961661e-01 -5.13160243e-11 -3.23921725e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778743e-20 -6.33594158e-21 9.25908655e-17) (-5.34479069e-20 5.76356418e-23 -3.45833084e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.5           	((1.21292497e+00 -5.89444951e-11 3.88260571e-21) (7.61961661e-01 -4.19864837e-12 -3.23921868e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778743e-20 -6.33594158e-21 9.25908655e-17) (-5.34479069e-20 5.76356368e-23 -3.69352812e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.55          	((1.21292495e+00 -1.19941017e-08 3.88260634e-21) (7.61961661e-01 -3.34255117e-10 -3.23922755e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594186e-21 -4.13406288e-16) (-5.34479069e-20 5.76357817e-23 -6.99637917e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.6           	((1.21292499e+00 2.02792509e-08 3.88260480e-21) (7.61961661e-01 3.38240578e-10 -3.23922186e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778733e-20 -6.33594074e-21 8.61615466e-16) (-5.34479070e-20 5.76355000e-23 -8.82363627e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.65          	((1.21292495e+00 -2.16854441e-08 3.88260724e-21) (7.61961661e-01 -3.59579630e-10 -3.23922514e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594278e-21 -1.17104677e-15) (-5.34479068e-20 5.76359209e-23 -4.70957995e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.7           	((1.21292498e+00 1.12949240e-08 3.88260538e-21) (7.61961661e-01 1.65685330e-10 -3.23922170e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778741e-20 -6.33594113e-21 4.19477821e-16) (-5.34479070e-20 5.76355973e-23 -1.62115113e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.75          	((1.21292498e+00 1.12949240e-08 3.88260538e-21) (7.61961661e-01 5.10759143e-10 -3.23921993e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778741e-20 -6.33594113e-21 4.19477821e-16) (-5.34479070e-20 5.76355385e-23 2.07091982e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.8           	((1.21292495e+00 -2.39170387e-08 3.88260712e-21) (7.61961661e-01 -3.36000418e-10 -3.23921930e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594274e-21 -1.07162543e-15) (-5.34479068e-20 5.76358452e-23 -4.83417473e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.85          	((1.21292497e+00 1.88353093e-08 3.88260462e-21) (7.61961661e-01 2.74315064e-10 -3.23922903e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778737e-20 -6.33594039e-21 1.06913176e-15) (-5.34479071e-20 5.76354680e-23 -2.37520073e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.9           	((1.21292496e+00 -1.20914756e-08 3.88260637e-21) (7.61961661e-01 -1.61168516e-10 -3.23922266e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594211e-21 -4.65014312e-16) (-5.34479069e-20 5.76357399e-23 -5.32087222e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
291.95          	((1.21292496e+00 -1.20914756e-08 3.88260637e-21) (7.61961661e-01 -5.23443511e-10 -3.23922644e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594211e-21 -4.65014312e-16) (-5.34479069e-20 5.76357973e-23 -9.36958844e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292             	((1.21292497e+00 1.94332477e-08 3.88260469e-21) (7.61961661e-01 2.05569329e-10 -3.23923008e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778737e-20 -6.33594039e-21 9.91502887e-16) (-5.34479070e-20 5.76355120e-23 -4.28647742e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.05          	((1.21292498e+00 -9.06520194e-09 3.88260653e-21) (7.61961661e-01 -8.56923595e-11 -3.23921352e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778748e-20 -6.33594239e-21 -6.11056344e-16) (-5.34479068e-20 5.76357619e-23 -4.30897332e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.1           	((1.21292497e+00 9.36261555e-09 3.88260548e-21) (7.61961661e-01 1.35978357e-10 -3.23922777e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778744e-20 -6.33594113e-21 3.50630983e-16) (-5.34479070e-20 5.76356237e-23 -2.07379253e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.15          	((1.21292497e+00 9.36261555e-09 3.88260548e-21) (7.61961661e-01 4.00581075e-10 -3.23922437e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778744e-20 -6.33594113e-21 3.50630983e-16) (-5.34479069e-20 5.76355871e-23 1.26880798e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.2           	((1.21292498e+00 -8.09526299e-09 3.88260651e-21) (7.61961661e-01 3.19290809e-11 -3.23921641e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778748e-20 -6.33594238e-21 -5.73759790e-16) (-5.34479069e-20 5.76357426e-23 -3.13672699e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.25          	((1.21292495e+00 -3.66258358e-09 3.88260595e-21) (7.61961661e-01 -1.00109507e-10 -3.23923431e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778752e-20 -6.33594144e-21 -3.01408204e-17) (-5.34479069e-20 5.76357071e-23 -3.03266440e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.3           	((1.21292499e+00 1.01502282e-08 3.88260506e-21) (7.61961661e-01 2.23138643e-10 -3.23921262e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778735e-20 -6.33594115e-21 6.06936376e-16) (-5.34479070e-20 5.76355032e-23 -1.13170584e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.35          	((1.21292496e+00 -3.83029669e-09 3.88260584e-21) (7.61961661e-01 -1.03185741e-10 -3.23922759e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778748e-20 -6.33594149e-21 -4.01154804e-18) (-5.34479069e-20 5.76356722e-23 -3.35689462e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.4           	((1.21292496e+00 -3.83029669e-09 3.88260584e-21) (7.61961661e-01 -2.07204701e-10 -3.23922559e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778748e-20 -6.33594149e-21 -4.01154804e-18) (-5.34479069e-20 5.76356821e-23 -4.34988157e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.45          	((1.21292499e+00 1.43151449e-08 3.88260530e-21) (7.61961661e-01 2.59526695e-10 -3.23922121e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778737e-20 -6.33594123e-21 4.53413349e-16) (-5.34479070e-20 5.76355755e-23 9.68242847e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.5           	((1.21292495e+00 -1.94255487e-08 3.88260716e-21) (7.61961661e-01 -3.59856131e-10 -3.23923068e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778761e-20 -6.33594259e-21 -1.08539479e-15) (-5.34479068e-20 5.76359130e-23 -2.72147929e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.55          	((1.21292498e+00 7.82838498e-09 3.88260549e-21) (7.61961661e-01 9.71902003e-11 -3.23921902e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778742e-20 -6.33594134e-21 3.12792327e-16) (-5.34479070e-20 5.76356100e-23 -3.55094426e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.6           	((1.21292498e+00 7.82838498e-09 3.88260549e-21) (7.61961661e-01 3.53590671e-10 -3.23921810e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778742e-20 -6.33594134e-21 3.12792327e-16) (-5.34479070e-20 5.76355729e-23 2.02452985e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.65          	((1.21292495e+00 -2.16821602e-08 3.88260692e-21) (7.61961661e-01 -3.73128868e-10 -3.23922363e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594250e-21 -8.90997345e-16) (-5.34479068e-20 5.76358439e-23 -4.40845971e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.7           	((1.21292498e+00 2.21645890e-08 3.88260450e-21) (7.61961661e-01 3.49520999e-10 -3.23922667e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778733e-20 -6.33594032e-21 1.16540892e-15) (-5.34479071e-20 5.76354466e-23 -8.28781488e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.75          	((1.21292496e+00 -9.71642572e-09 3.88260637e-21) (7.61961661e-01 -9.27255668e-11 -3.23922542e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594199e-21 -4.54605971e-16) (-5.34479069e-20 5.76357417e-23 -2.00442093e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.8           	((1.21292496e+00 -9.71642572e-09 3.88260637e-21) (7.61961661e-01 -4.12542174e-10 -3.23922788e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594199e-21 -4.54605971e-16) (-5.34479069e-20 5.76357886e-23 -5.02944908e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.85          	((1.21292497e+00 2.23396767e-08 3.88260462e-21) (7.61961661e-01 3.61478666e-10 -3.23922745e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778735e-20 -6.33594040e-21 1.04690562e-15) (-5.34479070e-20 5.76354792e-23 8.73086325e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.9           	((1.21292497e+00 -1.69365741e-08 3.88260687e-21) (7.61961661e-01 -2.02999405e-10 -3.23921446e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778753e-20 -6.33594269e-21 -9.01405686e-16) (-5.34479068e-20 5.76358178e-23 -2.02458883e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
292.95          	((1.21292496e+00 1.17471099e-08 3.88260524e-21) (7.61961661e-01 1.67938656e-10 -3.23923519e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778744e-20 -6.33594079e-21 5.77988178e-16) (-5.34479070e-20 5.76355943e-23 6.41917075e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293             	((1.21292497e+00 -7.23133151e-09 3.88260635e-21) (7.61961661e-01 -5.34506467e-12 -3.23922123e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594213e-21 -4.20236762e-16) (-5.34479069e-20 5.76357386e-23 -5.07389269e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.05          	((1.21292497e+00 4.91651514e-09 3.88260550e-21) (7.61961661e-01 1.82980020e-11 -3.23923016e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778745e-20 -6.33594118e-21 3.25911173e-16) (-5.34479070e-20 5.76356333e-23 -1.80272464e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.1           	((1.21292497e+00 4.91651514e-09 3.88260550e-21) (7.61961661e-01 1.76562414e-10 -3.23922717e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778745e-20 -6.33594118e-21 3.25911173e-16) (-5.34479070e-20 5.76356015e-23 1.13678858e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.15          	((1.21292498e+00 -6.99218002e-09 3.88260622e-21) (7.61961661e-01 -8.77596988e-11 -3.23921531e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778746e-20 -6.33594208e-21 -3.53124648e-16) (-5.34479069e-20 5.76357023e-23 -3.23532867e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.2           	((1.21292495e+00 -4.43442254e-09 3.88260602e-21) (7.61961661e-01 -2.02895353e-10 -3.23923243e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594152e-21 -1.19262239e-16) (-5.34479069e-20 5.76357204e-23 -2.21035343e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.25          	((1.21292499e+00 1.13396805e-08 3.88260513e-21) (7.61961661e-01 1.78713308e-10 -3.23921694e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778736e-20 -6.33594114e-21 5.44377911e-16) (-5.34479070e-20 5.76355282e-23 1.11122916e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.3           	((1.21292495e+00 -2.11497378e-08 3.88260700e-21) (7.61961661e-01 -4.65955198e-10 -3.23922746e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594250e-21 -9.57242098e-16) (-5.34479068e-20 5.76358886e-23 -4.02960998e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.35          	((1.21292498e+00 9.31680166e-09 3.88260553e-21) (7.61961661e-01 6.48501704e-11 -3.23922307e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778741e-20 -6.33594133e-21 2.52835947e-16) (-5.34479070e-20 5.76356415e-23 -1.27339458e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.4           	((1.21292498e+00 9.31680166e-09 3.88260553e-21) (7.61961661e-01 3.78305783e-10 -3.23922355e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778741e-20 -6.33594133e-21 2.52835947e-16) (-5.34479070e-20 5.76356021e-23 2.26534763e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.45          	((1.21292495e+00 -1.97009312e-08 3.88260693e-21) (7.61961661e-01 -3.01062657e-10 -3.23922396e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594243e-21 -8.88828941e-16) (-5.34479068e-20 5.76358411e-23 -2.96525304e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.5           	((1.21292498e+00 2.26622150e-08 3.88260452e-21) (7.61961661e-01 4.08852376e-10 -3.23922357e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778733e-20 -6.33594038e-21 1.14166489e-15) (-5.34479071e-20 5.76354328e-23 1.74771309e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.55          	((1.21292496e+00 -1.11051487e-08 3.88260632e-21) (7.61961661e-01 -9.85843594e-11 -3.23922388e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594200e-21 -4.00504283e-16) (-5.34479069e-20 5.76357240e-23 -9.84892723e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.6           	((1.21292496e+00 -1.11051487e-08 3.88260632e-21) (7.61961661e-01 -4.60198515e-10 -3.23922559e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594200e-21 -4.00504283e-16) (-5.34479069e-20 5.76357775e-23 -5.08972725e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.65          	((1.21292498e+00 2.12811290e-08 3.88260463e-21) (7.61961661e-01 2.93785354e-10 -3.23922647e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778735e-20 -6.33594044e-21 1.04040040e-15) (-5.34479070e-20 5.76354826e-23 1.55347957e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.7           	((1.21292497e+00 -1.76260722e-08 3.88260692e-21) (7.61961661e-01 -2.68742893e-10 -3.23921750e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778754e-20 -6.33594268e-21 -9.49761103e-16) (-5.34479068e-20 5.76358403e-23 -3.00309083e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.75          	((1.21292496e+00 1.41902905e-08 3.88260518e-21) (7.61961661e-01 1.90253431e-10 -3.23923637e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778743e-20 -6.33594073e-21 6.47810798e-16) (-5.34479070e-20 5.76355855e-23 9.81194292e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.8           	((1.21292497e+00 -7.09544164e-09 3.88260636e-21) (7.61961661e-01 -2.77913456e-12 -3.23922221e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594213e-21 -4.18176778e-16) (-5.34479069e-20 5.76357365e-23 -9.17668719e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.85          	((1.21292497e+00 -7.09544164e-09 3.88260636e-21) (7.61961661e-01 -2.55232443e-10 -3.23922580e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778750e-20 -6.33594213e-21 -4.18176778e-16) (-5.34479069e-20 5.76357813e-23 -2.59862271e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.9           	((1.21292496e+00 1.04512687e-08 3.88260507e-21) (7.61961661e-01 1.36027155e-10 -3.23923110e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778743e-20 -6.33594067e-21 6.82505268e-16) (-5.34479070e-20 5.76355668e-23 -1.05930195e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
293.95          	((1.21292498e+00 -1.75141655e-11 3.88260578e-21) (7.61961661e-01 1.13679312e-10 -3.23921074e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778740e-20 -6.33594178e-21 -1.08420217e-18) (-5.34479069e-20 5.76356221e-23 -4.54119381e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294             	((1.21292496e+00 2.47097333e-09 3.88260570e-21) (7.61961661e-01 3.04751675e-11 -3.23922919e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778746e-20 -6.33594132e-21 1.36934734e-16) (-5.34479070e-20 5.76356529e-23 -9.23743720e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.05          	((1.21292496e+00 2.47097333e-09 3.88260570e-21) (7.61961661e-01 9.20769225e-11 -3.23922580e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778746e-20 -6.33594132e-21 1.36934734e-16) (-5.34479069e-20 5.76356343e-23 -1.21708199e-13) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.1           	((1.21292498e+00 1.95634021e-09 3.88260589e-21) (7.61961661e-01 1.02878425e-10 -3.23921650e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778743e-20 -6.33594181e-21 -6.22332047e-17) (-5.34479069e-20 5.76356430e-23 1.14793938e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.15          	((1.21292495e+00 -1.32682353e-08 3.88260655e-21) (7.61961661e-01 -3.12836423e-10 -3.23923134e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778758e-20 -6.33594202e-21 -5.73000848e-16) (-5.34479069e-20 5.76358064e-23 -2.91569893e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.2           	((1.21292497e+00 1.86479937e-09 3.88260568e-21) (7.61961661e-01 -3.64127999e-11 -3.23921886e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778743e-20 -6.33594157e-21 1.16334893e-16) (-5.34479069e-20 5.76356461e-23 -2.45734683e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.25          	((1.21292497e+00 1.86479937e-09 3.88260568e-21) (7.61961661e-01 6.49238649e-11 -3.23921996e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778743e-20 -6.33594157e-21 1.16334893e-16) (-5.34479069e-20 5.76356351e-23 -1.95845770e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.3           	((1.21292495e+00 -1.33654849e-08 3.88260644e-21) (7.61961661e-01 -3.28306129e-10 -3.23922790e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778755e-20 -6.33594197e-21 -5.03937170e-16) (-5.34479069e-20 5.76357922e-23 -5.76966946e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.35          	((1.21292499e+00 2.10556898e-08 3.88260472e-21) (7.61961661e-01 3.60475892e-10 -3.23922248e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778733e-20 -6.33594062e-21 9.37509619e-16) (-5.34479070e-20 5.76354797e-23 6.02851102e-14) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.4           	((1.21292496e+00 -2.26879477e-08 3.88260725e-21) (7.61961661e-01 -3.72148735e-10 -3.23922390e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778760e-20 -6.33594281e-21 -1.19901918e-15) (-5.34479068e-20 5.76359172e-23 -4.28682437e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.45          	((1.21292497e+00 1.13568546e-08 3.88260536e-21) (7.61961661e-01 1.47912710e-10 -3.23922178e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778741e-20 -6.33594110e-21 4.09503161e-16) (-5.34479070e-20 5.76355951e-23 -1.51746671e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.5           	((1.21292497e+00 1.13568546e-08 3.88260536e-21) (7.61961661e-01 5.01648681e-10 -3.23921958e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778741e-20 -6.33594110e-21 4.09503161e-16) (-5.34479070e-20 5.76355361e-23 2.17716817e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.55          	((1.21292496e+00 -2.41325888e-08 3.88260714e-21) (7.61961661e-01 -3.50854984e-10 -3.23921860e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778759e-20 -6.33594279e-21 -1.08192535e-15) (-5.34479068e-20 5.76358483e-23 -4.62611893e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.6           	((1.21292497e+00 1.83713808e-08 3.88260466e-21) (7.61961661e-01 2.49786435e-10 -3.23922965e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778738e-20 -6.33594040e-21 1.03909936e-15) (-5.34479071e-20 5.76354768e-23 -2.19419621e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
294.65          	((1.21292496e+00 -1.17903489e-08 3.88260637e-21) (7.61961661e-01 -1.57317308e-10 -3.23922249e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16778751e-20 -6.33594213e-21 -4.78458419e-16) (-5.34479069e-20 5.76357422e-23 -4.81314294e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
