# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
107.2           	((1.21297080e+00 1.19441769e-08 3.88585384e-21) (7.61986964e-01 -9.44714237e-11 -3.23930682e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790544e-20 -6.33614926e-21 -1.30375311e-15) (-5.34489251e-20 5.76360020e-23 5.05814939e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.25          	((1.21297048e+00 1.06875825e-09 3.88584506e-21) (7.61986871e-01 3.65459957e-10 -3.23939097e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790507e-20 -6.33614505e-21 -5.69856662e-16) (-5.34489035e-20 5.76391929e-23 4.97959951e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.3           	((1.21297039e+00 -8.61523840e-10 3.88583139e-21) (7.61986779e-01 1.12767330e-11 -3.23929631e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790242e-20 -6.33614963e-21 1.01264483e-15) (-5.34489260e-20 5.76351312e-23 5.95905696e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.35          	((1.21297024e+00 -2.27442143e-08 3.88580911e-21) (7.61986689e-01 -6.49960495e-10 -3.23952742e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790478e-20 -6.33614457e-21 2.04220321e-15) (-5.34489021e-20 5.76371197e-23 5.56398760e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.4           	((1.21297016e+00 -1.08830876e-08 3.88580347e-21) (7.61986602e-01 -1.04134773e-09 -3.23954370e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790254e-20 -6.33614584e-21 -9.94972334e-16) (-5.34489163e-20 5.76370025e-23 5.68096806e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.45          	((1.21296979e+00 1.55661455e-08 3.88580053e-21) (7.61986510e-01 -4.80707012e-10 -3.23918227e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790392e-20 -6.33614294e-21 -2.60316942e-16) (-5.34488860e-20 5.76373784e-23 5.87982600e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.5           	((1.21296971e+00 -7.72124300e-09 3.88578185e-21) (7.61986418e-01 -2.94760327e-10 -3.23943376e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790026e-20 -6.33614546e-21 -3.67761377e-16) (-5.34489122e-20 5.76371958e-23 6.09412944e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.55          	((1.21296959e+00 6.00990707e-09 3.88577076e-21) (7.61986329e-01 -2.80155864e-11 -3.23957047e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790345e-20 -6.33614101e-21 -8.73216430e-16) (-5.34488900e-20 5.76361201e-23 6.24586334e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.6           	((1.21296952e+00 -2.13652740e-09 3.88575690e-21) (7.61986244e-01 5.88215587e-11 -3.23954161e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790040e-20 -6.33614279e-21 2.07191035e-15) (-5.34489015e-20 5.76385806e-23 6.20316010e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.65          	((1.21296912e+00 1.55515409e-08 3.88575146e-21) (7.61986152e-01 1.76654580e-10 -3.23941625e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790305e-20 -6.33614153e-21 -2.44108119e-15) (-5.34488762e-20 5.76356721e-23 6.43717763e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.7           	((1.21296913e+00 -2.53732347e-08 3.88574332e-21) (7.61986063e-01 -1.10206157e-10 -3.23911225e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789804e-20 -6.33613853e-21 1.12485975e-15) (-5.34488923e-20 5.76385390e-23 6.02565747e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.75          	((1.21296895e+00 -8.87302406e-09 3.88572311e-21) (7.61985976e-01 -4.00731802e-10 -3.23951849e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790179e-20 -6.33614069e-21 -3.94519487e-15) (-5.34488774e-20 5.76356648e-23 6.52839817e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.8           	((1.21296887e+00 -1.60599165e-08 3.88571379e-21) (7.61985891e-01 -7.86335292e-10 -3.23929926e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789883e-20 -6.33613752e-21 4.26568503e-15) (-5.34488819e-20 5.76395745e-23 6.32515818e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.85          	((1.21296847e+00 3.63695707e-08 3.88569764e-21) (7.61985801e-01 -1.30897227e-10 -3.23973326e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16790112e-20 -6.33614258e-21 -4.03420786e-15) (-5.34488706e-20 5.76359120e-23 6.75759552e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.9           	((1.21296850e+00 -1.98564706e-08 3.88571115e-21) (7.61985713e-01 1.40076926e-10 -3.23890731e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789713e-20 -6.33612976e-21 2.61455354e-15) (-5.34488689e-20 5.76363993e-23 5.95729494e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107.95          	((1.21296833e+00 -1.15223053e-08 3.88567161e-21) (7.61985627e-01 -1.14897879e-10 -3.23937509e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789953e-20 -6.33614067e-21 -5.51577013e-15) (-5.34488658e-20 5.76376576e-23 6.60341757e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108             	((1.21296823e+00 -1.70057717e-08 3.88567575e-21) (7.61985544e-01 -6.36173506e-10 -3.23914745e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789766e-20 -6.33613254e-21 5.72274433e-15) (-5.34488601e-20 5.76375613e-23 6.26587737e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.05          	((1.21296785e+00 3.99038478e-08 3.88564194e-21) (7.61985454e-01 3.59360736e-11 -3.23955302e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789910e-20 -6.33614359e-21 -5.12589103e-15) (-5.34488636e-20 5.76412398e-23 6.84287342e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.1           	((1.21296784e+00 -7.71500223e-09 3.88565276e-21) (7.61985368e-01 4.93676315e-11 -3.23951338e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789706e-20 -6.33612958e-21 2.92810481e-15) (-5.34488544e-20 5.76348537e-23 5.85293102e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.15          	((1.21296777e+00 5.05690364e-09 3.88563057e-21) (7.61985285e-01 9.62080381e-11 -3.23940441e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789717e-20 -6.33613832e-21 -3.64844873e-15) (-5.34488584e-20 5.76396007e-23 5.76855660e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.2           	((1.21296745e+00 -3.02578942e-08 3.88564186e-21) (7.61985198e-01 -5.47120058e-10 -3.23964892e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789715e-20 -6.33612821e-21 3.13648846e-15) (-5.34488388e-20 5.76303131e-23 5.45177646e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.25          	((1.21296736e+00 1.85760986e-08 3.88559913e-21) (7.61985112e-01 -4.90314241e-10 -3.23879017e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789598e-20 -6.33613899e-21 -1.57870678e-15) (-5.34488528e-20 5.76501416e-23 6.59274427e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.3           	((1.21296721e+00 4.46635447e-09 3.88560355e-21) (7.61985028e-01 -4.84567584e-10 -3.23997810e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789711e-20 -6.33613157e-21 5.42046876e-15) (-5.34488367e-20 5.76311236e-23 6.05136143e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.35          	((1.21296715e+00 5.29115284e-09 3.88559167e-21) (7.61984947e-01 -2.44811272e-10 -3.23874408e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789453e-20 -6.33613069e-21 -6.22332047e-15) (-5.34488486e-20 5.76440003e-23 6.27144333e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.4           	((1.21296684e+00 -2.22545685e-08 3.88558674e-21) (7.61984861e-01 -7.27112370e-10 -3.24048379e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789614e-20 -6.33613312e-21 5.27572777e-15) (-5.34488266e-20 5.76257753e-23 6.03240954e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.45          	((1.21296676e+00 1.22467692e-08 3.88557293e-21) (7.61984776e-01 -5.15253382e-10 -3.23808341e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789408e-20 -6.33612413e-21 -3.91223512e-15) (-5.34488345e-20 5.76531013e-23 6.59992772e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.5           	((1.21296658e+00 7.69463530e-09 3.88555359e-21) (7.61984693e-01 -3.22603645e-10 -3.23998582e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789527e-20 -6.33613521e-21 3.92882341e-15) (-5.34488262e-20 5.76297912e-23 6.42572925e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.55          	((1.21296654e+00 9.68429158e-09 3.88555529e-21) (7.61984612e-01 8.31674903e-11 -3.23834955e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789318e-20 -6.33612257e-21 -2.46547574e-15) (-5.34488281e-20 5.76462233e-23 6.54499500e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.6           	((1.21296626e+00 -1.49361594e-08 3.88553217e-21) (7.61984528e-01 -3.53622007e-10 -3.24053320e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789416e-20 -6.33613947e-21 -8.76252196e-16) (-5.34488258e-20 5.76261224e-23 6.39566733e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.65          	((1.21296614e+00 4.78648057e-09 3.88553188e-21) (7.61984445e-01 -3.17085570e-10 -3.23895780e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789276e-20 -6.33611686e-21 -3.08065205e-15) (-5.34488183e-20 5.76419626e-23 6.33389653e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.7           	((1.21296608e+00 3.30387547e-09 3.88551035e-21) (7.61984365e-01 -7.58581288e-11 -3.24025633e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789296e-20 -6.33613514e-21 2.03905903e-15) (-5.34488201e-20 5.76314431e-23 6.04430513e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.75          	((1.21296583e+00 9.82833433e-09 3.88552263e-21) (7.61984282e-01 3.17108315e-10 -3.23862445e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789339e-20 -6.33611516e-21 6.72855868e-16) (-5.34487995e-20 5.76426733e-23 6.11841511e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.8           	((1.21296572e+00 -1.66131562e-08 3.88548545e-21) (7.61984200e-01 -2.03732916e-10 -3.23978001e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789036e-20 -6.33614177e-21 -4.33832657e-15) (-5.34488260e-20 5.76324244e-23 6.51942167e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.85          	((1.21296554e+00 -1.36618422e-08 3.88549241e-21) (7.61984118e-01 -5.84984880e-10 -3.23945495e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789304e-20 -6.33611458e-21 9.03031989e-16) (-5.34487999e-20 5.76376866e-23 6.34866319e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.9           	((1.21296549e+00 -1.56387315e-08 3.88546672e-21) (7.61984039e-01 -1.07856819e-09 -3.23971586e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789027e-20 -6.33613087e-21 -1.60635394e-15) (-5.34488149e-20 5.76361642e-23 6.24957069e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108.95          	((1.21296523e+00 1.88174727e-08 3.88548008e-21) (7.61983957e-01 -5.05962230e-10 -3.23965450e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789267e-20 -6.33611482e-21 3.83981041e-15) (-5.34487816e-20 5.76354629e-23 6.38252902e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109             	((1.21296515e+00 -9.81645972e-09 3.88544622e-21) (7.61983876e-01 -4.40396972e-10 -3.23851935e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788829e-20 -6.33613359e-21 -6.45978496e-15) (-5.34488147e-20 5.76416410e-23 6.68311656e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.05          	((1.21296496e+00 -4.61784444e-09 3.88544945e-21) (7.61983796e-01 -3.81555836e-10 -3.24005001e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789201e-20 -6.33611623e-21 2.83952549e-15) (-5.34487867e-20 5.76336610e-23 6.44872392e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.1           	((1.21296491e+00 -4.12157405e-09 3.88542998e-21) (7.61983717e-01 -4.63231106e-10 -3.23868666e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788848e-20 -6.33612375e-21 -2.51112065e-15) (-5.34488013e-20 5.76420136e-23 6.37748555e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.15          	((1.21296466e+00 1.92227585e-08 3.88542989e-21) (7.61983637e-01 5.62840087e-11 -3.24101231e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16789125e-20 -6.33611972e-21 2.81198675e-15) (-5.34487754e-20 5.76292366e-23 6.48503133e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.2           	((1.21296451e+00 1.56843885e-09 3.88540952e-21) (7.61983557e-01 1.01526523e-10 -3.23849710e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788753e-20 -6.33611971e-21 -3.83297994e-15) (-5.34487860e-20 5.76412332e-23 6.72862280e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.25          	((1.21296447e+00 -4.43483290e-09 3.88540438e-21) (7.61983479e-01 -3.37173484e-11 -3.24056859e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788938e-20 -6.33612259e-21 3.31950179e-15) (-5.34487759e-20 5.76310929e-23 6.34774306e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.3           	((1.21296423e+00 -1.74420470e-08 3.88540213e-21) (7.61983399e-01 -6.80681855e-10 -3.23738250e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788843e-20 -6.33611421e-21 -1.77841682e-15) (-5.34487760e-20 5.76449679e-23 6.27998691e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.35          	((1.21296414e+00 -6.65287798e-09 3.88538112e-21) (7.61983321e-01 -8.40202935e-10 -3.24207831e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788788e-20 -6.33612481e-21 -1.50508946e-15) (-5.34487757e-20 5.76273594e-23 6.29217754e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.4           	((1.21296397e+00 1.78907142e-08 3.88537909e-21) (7.61983243e-01 -4.24528985e-10 -3.23828247e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788766e-20 -6.33611003e-21 -1.76085275e-15) (-5.34487707e-20 5.76403262e-23 6.79578178e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.45          	((1.21296392e+00 -1.27896515e-09 3.88535455e-21) (7.61983167e-01 -1.30123339e-10 -3.24123618e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788685e-20 -6.33612466e-21 8.06321156e-16) (-5.34487712e-20 5.76311911e-23 6.55508901e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.5           	((1.21296367e+00 -1.47282839e-09 3.88537196e-21) (7.61983089e-01 -4.44006647e-10 -3.23691658e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788795e-20 -6.33610608e-21 4.21147492e-15) (-5.34487570e-20 5.76422825e-23 6.64278403e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.55          	((1.21296353e+00 -8.50931102e-09 3.88532549e-21) (7.61983010e-01 -7.14485679e-10 -3.24015320e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788593e-20 -6.33612425e-21 -7.80950825e-16) (-5.34487602e-20 5.76359482e-23 6.16422195e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.6           	((1.21296349e+00 1.25703371e-08 3.88534681e-21) (7.61982935e-01 -2.89637116e-10 -3.23785529e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788665e-20 -6.33610830e-21 2.16200755e-15) (-5.34487545e-20 5.76400498e-23 6.03582646e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.65          	((1.21296325e+00 2.64848551e-09 3.88531166e-21) (7.61982857e-01 1.99917690e-10 -3.24096167e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788581e-20 -6.33612414e-21 -8.52323854e-15) (-5.34487568e-20 5.76368560e-23 5.98788741e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.7           	((1.21296317e+00 9.21216021e-10 3.88534653e-21) (7.61982780e-01 -4.07339613e-11 -3.23764538e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788535e-20 -6.33609845e-21 1.57871763e-14) (-5.34487508e-20 5.76338094e-23 6.49504211e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.75          	((1.21296298e+00 -2.65285564e-08 3.88528139e-21) (7.61982704e-01 -7.34812537e-10 -3.23981548e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788525e-20 -6.33612395e-21 -4.85852678e-15) (-5.34487464e-20 5.76401057e-23 6.36608218e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.8           	((1.21296294e+00 -1.47706818e-08 3.88530926e-21) (7.61982630e-01 -1.34480968e-09 -3.23842864e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788460e-20 -6.33610541e-21 6.12921172e-15) (-5.34487466e-20 5.76348263e-23 6.29939611e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.85          	((1.21296269e+00 1.63670456e-08 3.88527089e-21) (7.61982553e-01 -7.59022779e-10 -3.23971527e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788515e-20 -6.33612066e-21 -1.52726139e-14) (-5.34487370e-20 5.76453121e-23 6.55130367e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.9           	((1.21296264e+00 -1.62640432e-08 3.88530504e-21) (7.61982477e-01 -8.21476168e-10 -3.23941911e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788276e-20 -6.33609944e-21 2.36362579e-14) (-5.34487483e-20 5.76219835e-23 6.34450336e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109.95          	((1.21296243e+00 2.11966509e-09 3.88524984e-21) (7.61982402e-01 -5.26179093e-10 -3.23918351e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788455e-20 -6.33611706e-21 -1.27194262e-14) (-5.34487336e-20 5.76454608e-23 6.82779718e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110             	((1.21296239e+00 -8.86443768e-09 3.88526453e-21) (7.61982328e-01 -5.39851261e-10 -3.23981680e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788235e-20 -6.33610709e-21 1.28228591e-14) (-5.34487401e-20 5.76271875e-23 6.54480584e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.05          	((1.21296215e+00 5.04468914e-08 3.88523725e-21) (7.61982253e-01 5.72450271e-10 -3.23791634e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788531e-20 -6.33611255e-21 -1.90669962e-14) (-5.34487196e-20 5.76554319e-23 7.11420624e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.1           	((1.21296204e+00 -3.03014941e-08 3.88523825e-21) (7.61982178e-01 -1.35804448e-10 -3.23972664e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788118e-20 -6.33610752e-21 1.21996597e-14) (-5.34487289e-20 5.76271173e-23 5.98161666e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.15          	((1.21296197e+00 5.17600031e-09 3.88522903e-21) (7.61982105e-01 -4.12235444e-10 -3.23805863e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788356e-20 -6.33610703e-21 -1.03554318e-14) (-5.34487198e-20 5.76490425e-23 5.98397457e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.2           	((1.21296178e+00 -6.02860565e-08 3.88522465e-21) (7.61982031e-01 -1.66866835e-09 -3.24141655e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788021e-20 -6.33611137e-21 9.94582021e-15) (-5.34487270e-20 5.76176937e-23 5.39740721e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.25          	((1.21296165e+00 6.90715239e-08 3.88520912e-21) (7.61981957e-01 -5.05418370e-10 -3.23667417e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788492e-20 -6.33609855e-21 -6.38161399e-15) (-5.34487113e-20 5.76650448e-23 6.95986730e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.3           	((1.21296153e+00 -1.24453087e-08 3.88518678e-21) (7.61981884e-01 -6.53987062e-10 -3.24026064e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16787973e-20 -6.33611644e-21 1.02190392e-14) (-5.34487138e-20 5.76255659e-23 5.93777756e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.35          	((1.21296144e+00 3.37524314e-08 3.88519977e-21) (7.61981812e-01 1.29537062e-10 -3.23695655e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788237e-20 -6.33609578e-21 -6.62349949e-15) (-5.34487143e-20 5.76531239e-23 6.24941904e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.4           	((1.21296125e+00 -9.38679995e-08 3.88517893e-21) (7.61981739e-01 -1.85327581e-09 -3.24202639e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16787811e-20 -6.33612142e-21 -8.06028421e-15) (-5.34487048e-20 5.76144472e-23 5.46485981e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.45          	((1.21296110e+00 5.15036917e-08 3.88518285e-21) (7.61981666e-01 -8.94176969e-10 -3.23841080e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788183e-20 -6.33608737e-21 -5.92180385e-15) (-5.34487115e-20 5.76458576e-23 6.84860751e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.5           	((1.21296107e+00 -1.87508728e-09 3.88515018e-21) (7.61981595e-01 -1.27734056e-10 -3.24154612e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16787877e-20 -6.33611854e-21 3.39691383e-15) (-5.34486974e-20 5.76250236e-23 6.56748080e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.55          	((1.21296085e+00 6.49390329e-08 3.88516321e-21) (7.61981523e-01 1.44022811e-09 -3.23734143e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788220e-20 -6.33608512e-21 1.46969025e-14) (-5.34487117e-20 5.76524190e-23 7.05142129e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.6           	((1.21296077e+00 -7.52022413e-08 3.88514782e-21) (7.61981451e-01 -1.69031091e-10 -3.24099427e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16787591e-20 -6.33612905e-21 -4.00659323e-14) (-5.34486869e-20 5.76171744e-23 6.14390431e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110.65          	((1.21296056e+00 -1.39656274e-08 3.88514904e-21) (7.61981379e-01 -7.96531226e-10 -3.23860495e-23) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.16788043e-20 -6.33608054e-21 5.79831322e-15) (-5.34487018e-20 5.76421097e-23 6.40998126e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
